Pays,Genre,Age,Desabonnement,CreditScore,Ancienneté,Balance,NbrDeProduit,CarteDeCredit,MembreActif,SalaireEstimé
France,Male,37,0,669,1,125530,1,1,1,162261
Spain,Female,41,0,631,0,0,1,0,0,87960
Germany,Male,48,1,537,4,131835,1,1,0,166477
France,Male,62,0,732,2,0,2,1,1,25439
Spain,Male,56,1,844,5,99530,1,0,1,157230
Spain,Male,35,0,838,0,0,2,0,1,197306
France,Male,27,0,652,10,107304,2,0,0,44436
France,Male,33,0,660,0,72783,1,0,0,181052
Spain,Female,44,0,692,8,0,1,0,1,159069
France,Female,35,0,588,0,0,2,1,1,155485
Germany,Female,22,0,533,10,115744,1,0,0,43852
France,Male,43,0,850,4,161257,1,1,1,140072
France,Male,27,0,511,8,0,2,1,1,49089
Spain,Male,44,0,530,6,0,2,0,0,55893
France,Male,31,0,554,1,0,2,0,1,192661
Germany,Female,40,0,585,3,162261,2,1,0,137029
France,Male,39,0,754,3,74896,1,0,0,34430
France,Male,54,1,474,3,0,1,1,0,108409
Germany,Male,35,0,837,0,144038,1,1,0,145325
France,Female,23,0,567,9,93522,1,0,1,81426
Spain,Male,38,0,800,1,0,2,1,0,51553
France,Male,18,0,646,10,0,2,0,1,52795
Germany,Male,38,0,627,8,106923,2,0,1,84270
France,Male,26,0,505,8,112973,1,1,0,145012
Germany,Female,35,1,566,1,123042,1,1,0,66245
Germany,Female,33,0,619,3,100489,2,0,1,36447
France,Female,44,0,757,4,123322,1,1,0,137136
France,Male,32,0,648,0,0,1,0,1,117323
Spain,Male,42,0,621,8,68684,1,1,1,74158
Germany,Male,49,0,543,6,59532,1,1,0,104254
France,Female,43,0,658,7,140260,2,1,0,2749
Germany,Male,50,0,633,7,88303,1,1,1,195937
France,Female,19,0,648,1,0,2,0,1,22102
Germany,Male,40,0,501,5,114656,1,0,0,126536
France,Female,42,1,683,4,148284,1,1,1,44693
Spain,Female,38,1,619,1,0,1,1,0,112443
France,Female,35,0,705,3,0,2,0,1,66331
Germany,Female,53,1,638,1,123917,1,1,0,16658
France,Female,31,0,710,1,0,2,1,0,20081
France,Female,54,1,590,4,0,2,1,1,93820
France,Male,43,0,725,2,165896,2,1,0,130796
France,Female,32,0,638,0,0,2,1,0,160130
France,Male,36,0,791,6,111169,1,1,1,189970
France,Female,40,1,702,1,103549,1,0,0,9713
France,Female,32,0,607,6,0,2,0,0,196062
France,Male,30,0,535,6,103805,1,1,1,125711
France,Male,45,1,651,2,165902,2,1,0,23055
Germany,Male,59,0,506,8,119152,2,1,1,170680
Spain,Female,57,0,511,8,122950,1,1,1,181259
France,Female,51,1,757,1,0,1,1,1,22835
Germany,Male,49,1,768,1,133385,1,1,0,102397
France,Male,32,0,757,9,0,2,1,0,115951
Spain,Male,64,0,663,6,0,2,0,1,15877
Germany,Female,37,1,537,7,158412,4,1,1,117691
Germany,Male,29,0,570,4,122029,2,1,1,173793
France,Female,35,0,850,5,0,1,1,1,80993
Germany,Female,64,1,661,8,128752,2,1,0,189398
France,Male,54,0,659,8,133437,1,1,0,56788
Spain,Male,40,0,454,2,123177,1,1,0,148310
France,Female,59,1,708,2,0,1,1,0,179673
France,Female,37,0,720,2,120329,2,1,1,138470
France,Female,39,1,785,1,130148,1,1,0,163798
Spain,Female,36,0,743,8,92717,1,1,1,33694
Spain,Female,48,0,493,7,0,2,1,0,48545
Spain,Male,34,0,557,3,0,1,0,1,123428
France,Male,40,0,850,1,76914,1,1,0,174183
France,Female,32,0,799,3,106046,2,1,1,17938
France,Male,34,0,756,1,103133,1,1,1,90059
France,Male,38,0,752,0,145975,2,1,1,137694
Spain,Female,36,0,696,3,0,3,1,0,65040
Spain,Female,49,0,630,1,0,2,0,1,162858
Spain,Female,38,0,659,9,0,2,1,1,35701
Spain,Male,39,0,685,9,0,2,1,1,18826
Spain,Female,31,1,599,3,0,1,1,1,130086
Spain,Female,31,0,559,1,139183,1,0,1,143361
Spain,Male,19,0,615,5,0,2,1,0,159921
Germany,Female,36,0,580,3,74975,1,1,1,12100
Spain,Male,44,0,487,6,61691,1,1,1,53088
Germany,Female,35,0,646,1,121953,2,1,1,142840
France,Female,35,0,811,7,0,1,1,1,178
Spain,Male,35,0,526,5,0,2,1,1,105618
Spain,Male,37,0,767,7,0,2,1,1,24734
France,Female,33,0,548,1,80108,2,0,1,82246
Spain,Female,45,0,737,2,0,2,0,1,177696
Germany,Male,40,1,613,1,147857,3,0,0,107961
Spain,Male,36,0,711,8,0,2,1,0,55207
Spain,Female,53,1,850,7,65407,2,0,0,182634
France,Female,53,0,752,8,114233,1,1,1,51587
France,Female,37,0,710,5,0,2,1,0,115403
Spain,Female,53,1,664,7,187602,1,1,0,186393
France,Female,22,0,510,3,156834,1,0,0,44374
France,Female,34,0,577,2,0,2,1,1,84033
France,Male,42,0,529,1,157499,1,1,1,82277
Spain,Female,44,0,757,9,0,2,1,0,177529
France,Male,41,1,691,2,0,1,1,1,56851
Spain,Male,34,0,621,8,0,1,0,0,47973
Spain,Male,35,0,709,2,0,2,1,0,104982
Spain,Male,19,0,756,4,130274,1,1,1,133535
France,Female,41,0,788,6,0,1,1,1,25571
France,Female,39,0,705,5,149380,2,1,0,96076
France,Male,29,0,483,9,0,1,1,1,81634
Spain,Male,35,0,719,1,100830,1,1,1,165009
Germany,Female,32,0,793,1,96409,1,1,1,138192
France,Male,41,0,593,6,0,2,1,1,99136
France,Male,52,1,551,1,0,1,0,0,63585
France,Male,39,0,690,6,0,2,1,0,160533
France,Male,71,0,823,5,149105,1,0,1,162683
Spain,Male,39,0,512,3,0,1,1,0,134878
Spain,Male,41,0,802,5,0,2,1,1,134626
Spain,Female,34,0,450,2,0,2,1,0,175481
Germany,Male,41,0,651,1,90218,1,1,0,174338
France,Female,33,0,697,1,87348,1,1,0,172525
France,Male,28,0,611,2,0,2,0,0,25396
France,Female,33,0,643,0,137812,1,1,1,184857
France,Male,37,0,822,3,105563,1,1,0,182625
France,Male,38,0,632,4,0,2,0,0,192506
Spain,Female,26,0,575,7,0,2,1,0,112508
France,Male,31,0,672,6,91126,1,1,0,177296
Spain,Male,39,0,517,3,0,2,0,1,12466
Spain,Male,39,0,621,8,0,2,1,0,36123
Germany,Female,77,0,775,6,135121,1,1,0,37837
France,Male,29,0,600,8,0,2,0,1,34747
France,Male,28,0,640,7,0,2,1,1,131098
France,Female,36,0,752,1,86838,1,1,1,105281
France,Male,26,0,613,4,100447,1,0,1,149654
France,Female,32,0,484,3,0,2,1,1,139391
France,Female,33,0,511,3,0,2,1,0,132437
France,Female,32,1,745,2,0,4,0,1,179705
Spain,Female,32,0,786,6,114513,1,1,0,15797
France,Male,35,0,727,5,136364,1,0,0,142755
France,Male,31,0,622,5,106261,1,1,1,2578
France,Male,24,0,794,10,146127,1,1,1,88992
Spain,Male,52,1,636,4,111285,1,0,1,32936
Spain,Female,42,0,741,9,121057,2,1,0,39123
France,Male,34,0,687,5,128271,1,1,0,191093
Spain,Male,30,0,660,4,0,2,1,0,129149
France,Male,35,0,660,7,0,2,1,0,13219
France,Female,79,0,617,7,0,1,1,1,160589
France,Male,32,0,762,10,191776,1,1,0,179658
Spain,Female,35,1,752,2,0,1,1,0,44336
Spain,Male,34,0,561,4,85142,2,1,1,29217
France,Male,26,0,609,10,126392,1,0,1,43651
France,Male,28,0,803,3,0,2,1,0,159654
France,Female,40,0,556,9,129860,1,0,0,17993
France,Female,53,1,531,5,127642,1,1,0,141501
France,Female,35,0,411,2,0,2,1,1,93826
Germany,Female,44,1,587,5,125584,2,1,1,41852
Spain,Male,56,1,683,7,50911,3,0,0,97629
France,Male,29,0,654,2,91956,1,1,0,37066
Germany,Female,36,0,670,2,84266,2,0,0,38615
France,Female,36,0,655,2,147150,1,1,1,87817
France,Female,36,0,752,7,0,2,1,0,184867
France,Female,23,0,534,5,104822,1,0,1,160176
France,Male,42,0,635,1,146767,2,0,1,164357
Germany,Male,70,0,491,6,148746,2,1,1,17818
France,Male,27,1,516,9,0,1,1,0,142681
France,Female,48,0,530,0,0,1,1,0,85081
Spain,Male,35,0,687,3,0,2,1,1,176450
France,Female,41,0,684,6,135204,2,1,1,121968
Germany,Male,23,0,706,2,93302,2,0,1,127187
Germany,Male,33,0,490,5,96341,2,0,0,108313
France,Male,44,0,796,8,165326,1,1,1,57206
France,Male,27,0,849,0,0,2,0,1,157892
France,Female,41,0,779,10,99786,1,1,0,86928
Spain,Female,22,0,794,4,114440,1,1,1,107753
Spain,Male,36,0,748,4,141574,1,1,0,82158
Spain,Female,22,1,663,9,0,1,1,0,29136
Spain,Female,55,0,645,1,133677,1,0,1,17095
France,Female,33,0,464,10,147494,2,1,0,100448
France,Male,54,1,737,9,0,1,1,0,83470
France,Female,29,0,590,4,0,2,1,0,121847
Germany,Female,37,0,522,3,95023,1,1,1,129108
France,Female,34,0,648,3,0,1,1,0,54726
France,Male,37,0,754,6,0,1,1,1,116142
France,Male,50,1,669,4,149714,3,1,1,124872
Germany,Female,43,1,648,1,107963,1,0,0,186439
France,Male,40,0,763,3,0,2,1,0,134281
Spain,Male,32,0,790,3,0,1,1,0,91044
France,Male,37,0,581,7,0,2,1,1,74321
France,Male,43,0,703,8,0,2,1,0,9705
France,Female,33,0,571,9,102017,2,0,0,128600
Spain,Female,27,0,657,8,0,2,0,0,6468
France,Male,44,0,737,7,0,2,0,0,57899
Spain,Male,29,0,793,8,96675,2,0,0,192121
Spain,Female,44,1,783,3,81812,1,1,0,164214
Spain,Male,33,0,751,4,79282,1,1,0,117548
France,Male,31,0,579,6,0,2,1,0,26149
Germany,Female,36,0,655,10,122314,1,1,0,9182
Germany,Male,43,0,614,8,140734,1,1,1,166589
Germany,Male,49,1,678,2,116933,1,1,0,195054
Spain,Male,41,0,562,5,165445,2,1,0,85787
Germany,Female,53,0,711,5,123805,1,1,0,102429
France,Male,37,0,620,0,107549,1,1,0,71176
France,Male,49,0,437,9,111634,2,0,1,166440
Germany,Female,41,1,691,8,109154,3,1,1,148849
Spain,Female,34,0,552,4,0,2,1,0,140287
Germany,Male,34,0,765,5,86055,2,1,1,104220
Germany,Female,51,1,707,10,98438,1,0,0,70779
Spain,Male,29,0,764,5,0,2,1,0,65868
France,Female,32,0,585,8,144706,2,0,0,171483
France,Male,31,0,784,7,0,2,1,1,143204
France,Male,41,0,605,5,91613,1,1,1,28428
Spain,Male,40,0,699,2,0,1,1,0,78387
France,Female,40,0,544,7,0,1,0,1,161077
France,Female,32,1,803,9,192123,1,1,1,54277
France,Male,41,0,735,7,179904,1,1,1,137181
France,Male,59,1,673,0,178058,2,0,1,21064
France,Male,30,0,652,2,176167,2,1,1,152211
France,Male,42,0,694,3,156864,2,0,0,88891
France,Female,44,0,741,7,0,2,1,1,190535
Spain,Male,30,0,590,3,0,2,1,0,83090
Spain,Female,33,0,809,3,0,2,0,1,141427
France,Male,34,0,523,2,161589,1,1,1,51359
France,Male,48,1,540,2,109349,1,1,0,88703
Spain,Female,29,0,596,6,0,2,1,0,116697
France,Female,36,0,597,9,0,2,1,1,7156
Spain,Male,37,1,407,1,0,1,1,1,49161
France,Male,60,1,748,0,152336,1,1,0,126743
France,Female,51,1,562,1,124663,1,1,1,65390
Germany,Female,47,0,734,10,91522,2,1,1,138836
France,Male,45,0,710,1,0,2,1,1,36155
Spain,Female,39,0,539,6,62052,1,0,1,59755
France,Male,32,0,542,7,107872,1,1,0,125303
France,Female,36,1,717,2,99473,2,1,0,94275
Spain,Female,50,0,682,10,128039,1,1,1,102260
France,Male,33,0,515,2,0,2,1,1,136029
Spain,Female,33,1,526,8,114635,2,1,0,110114
France,Male,26,1,702,5,56738,2,1,1,100442
Germany,Male,34,0,651,2,90355,2,0,0,193598
Germany,Male,36,0,792,5,115725,2,0,0,1871
Germany,Male,58,0,817,3,114328,2,1,1,42831
Germany,Female,36,0,674,6,100763,1,1,0,182157
France,Female,40,1,641,9,0,1,0,0,151649
Spain,Male,39,0,513,7,89040,2,1,1,146739
France,Male,34,0,561,1,78830,1,1,1,12148
Germany,Male,30,0,627,6,112373,1,1,1,118029
Germany,Male,81,0,682,6,122029,1,1,1,50784
France,Female,29,0,683,0,157829,1,0,0,129892
Germany,Female,31,0,420,1,108378,2,1,1,9905
France,Female,54,0,670,2,95507,1,1,1,63213
Germany,Male,43,0,505,6,127147,1,0,0,137566
Germany,Male,24,1,580,1,133812,1,1,0,17186
France,Male,36,0,577,3,121092,2,0,1,143783
Germany,Male,34,0,773,10,126980,1,0,0,36823
France,Male,37,1,616,5,144236,2,0,0,154958
France,Female,38,0,763,0,152582,2,0,0,31893
Spain,Male,43,1,640,9,172478,1,1,0,191084
France,Male,36,0,592,1,126477,1,0,0,179718
Spain,Male,43,0,528,7,97474,2,1,1,159823
France,Male,53,0,630,5,138054,1,0,1,114111
France,Female,31,0,529,2,164003,2,1,1,60993
France,Female,47,1,546,8,0,1,1,1,66408
France,Female,62,0,753,6,0,2,1,1,136399
Spain,Female,39,0,772,4,122486,2,1,1,140709
France,Male,36,0,567,1,0,2,0,0,8556
Germany,Female,45,0,628,6,53667,1,1,0,115023
France,Male,20,0,658,7,0,2,0,0,187638
Spain,Male,58,0,679,9,109328,1,1,1,3829
Spain,Male,34,0,629,1,121151,1,0,0,119358
Spain,Male,42,0,731,9,101044,1,1,1,192176
Germany,Male,33,0,775,3,83502,2,1,0,128841
Spain,Male,33,0,660,2,80462,1,0,0,150422
France,Male,39,0,752,3,0,1,1,0,188187
France,Male,37,0,655,6,109093,2,1,0,1776
Spain,Female,46,0,543,5,140356,1,1,1,85087
France,Male,42,0,811,10,0,2,1,1,3798
Germany,Male,45,0,689,0,130171,2,1,0,150856
France,Female,42,0,531,2,0,2,0,1,90537
France,Male,40,0,515,0,109542,1,1,1,166371
France,Female,41,1,466,3,33564,2,1,0,178994
France,Male,36,0,782,1,148795,2,1,1,195681
France,Male,64,0,611,9,0,2,1,1,53277
Germany,Male,40,1,621,8,174127,3,1,0,172491
Spain,Male,41,0,604,3,0,1,0,0,11820
Spain,Female,35,0,655,1,106405,1,1,1,82900
Spain,Male,38,0,689,2,0,1,1,1,82710
Spain,Male,30,0,681,2,128393,1,1,1,180593
Germany,Male,41,0,643,2,127842,1,1,0,172363
France,Female,24,0,617,4,137295,2,1,1,91195
Spain,Female,55,1,638,2,155828,1,0,1,108987
France,Male,39,0,743,6,0,2,1,0,44265
Germany,Female,25,0,828,7,144352,1,1,0,116613
Spain,Male,35,0,776,8,106365,1,1,1,148528
Germany,Male,35,0,540,7,127802,1,0,1,84239
Germany,Female,45,0,616,4,122794,1,1,1,62002
Germany,Male,38,1,628,10,113526,1,1,0,46044
Spain,Female,23,1,667,6,136101,2,0,0,169669
France,Male,30,0,615,7,0,2,1,1,156347
France,Male,30,0,543,4,140917,1,1,0,157711
France,Female,31,0,553,4,0,2,1,1,89087
Germany,Male,26,0,554,4,121365,1,1,1,8742
Spain,Female,36,0,684,4,0,1,1,0,117039
France,Female,35,0,452,7,0,2,1,0,164242
France,Male,47,1,606,3,93579,2,0,1,137721
France,Male,40,0,629,9,0,1,1,0,107
Spain,Female,33,0,659,8,115410,1,0,1,1539
France,Female,33,0,493,8,90792,1,1,1,59660
France,Female,62,1,794,9,123681,3,1,0,173587
France,Female,44,0,554,6,92437,1,1,0,126034
Germany,Female,52,1,796,9,167194,1,1,1,62809
France,Female,36,0,807,4,0,2,0,1,147007
Germany,Male,44,0,500,9,160838,2,1,0,196262
Spain,Male,43,1,722,1,0,1,1,0,44560
Spain,Female,40,0,559,7,144471,1,1,1,18918
Spain,Female,38,0,584,3,0,2,1,1,4525
Germany,Female,68,0,834,9,130169,2,0,1,93112
Spain,Male,35,0,754,4,0,2,1,1,9658
France,Male,43,1,590,7,81077,2,1,1,182627
France,Male,36,0,740,7,0,1,1,1,13177
Germany,Female,57,1,502,3,101465,1,1,0,43568
France,Male,48,0,733,5,0,1,0,1,117831
Germany,Female,37,0,755,0,113865,2,1,1,117396
Spain,Female,46,1,554,7,87603,3,0,1,96929
France,Male,36,0,534,4,120038,1,1,0,36276
Spain,Male,33,0,656,4,0,2,1,0,116706
Germany,Male,49,1,575,7,121205,4,1,1,168081
Spain,Male,47,1,480,8,75408,1,1,0,25888
France,Male,40,0,575,5,0,2,1,1,122489
France,Female,40,1,672,3,0,1,1,0,113172
Spain,Female,35,0,758,5,0,2,0,0,100366
France,Male,50,0,682,6,121819,2,0,1,124151
France,Female,29,0,501,8,0,2,1,0,112664
Germany,Male,34,0,746,6,141806,2,1,1,183495
France,Female,51,1,556,8,61354,1,1,0,198811
Germany,Female,53,1,823,4,124955,1,0,1,131260
Germany,Female,68,1,491,1,95039,1,0,1,116471
France,Female,29,0,638,9,103418,1,1,1,15336
France,Male,45,0,734,2,0,2,1,0,99593
France,Male,40,0,555,10,43029,1,1,0,170514
Germany,Female,44,1,745,0,119638,1,1,1,34265
France,Male,37,1,728,3,122690,2,0,0,106978
France,Male,44,0,626,10,0,2,0,0,164288
Germany,Male,37,0,681,8,73179,2,1,1,25293
France,Female,38,1,478,4,171914,1,1,0,51821
France,Male,38,0,709,5,0,2,1,1,81452
Germany,Male,33,0,562,8,92659,2,1,0,1354
Germany,Female,34,1,769,7,137239,1,1,1,71380
Germany,Female,46,0,684,3,102955,2,1,0,154137
France,Female,61,1,536,8,65190,1,1,1,64308
Germany,Female,29,0,631,2,96864,2,1,1,31613
Spain,Male,34,0,657,5,154984,1,1,0,27738
Germany,Male,59,0,699,3,106820,1,0,1,163570
Spain,Male,38,0,606,7,128579,1,1,1,193879
France,Female,63,0,612,2,126473,1,0,1,147546
France,Female,38,0,660,5,110571,2,1,0,195907
Spain,Male,50,0,829,7,0,2,0,1,178459
Spain,Male,29,0,567,8,0,2,1,0,156126
France,Female,33,0,850,3,0,2,1,1,11159
Spain,Female,44,0,712,2,0,2,0,0,45739
France,Male,30,0,562,3,111100,2,0,0,140650
France,Female,29,0,755,3,0,3,1,0,4734
Spain,Male,25,0,793,3,100914,1,0,0,10580
Spain,Male,26,0,471,8,0,2,1,1,179656
France,Male,42,0,707,2,16894,1,1,1,77503
Spain,Male,38,0,784,10,122268,1,0,0,145760
France,Male,32,0,703,1,125686,1,1,1,56247
Spain,Male,36,0,704,8,127397,1,1,0,151335
France,Male,38,0,662,0,105272,1,0,1,179833
Germany,Female,28,0,636,2,115265,1,0,0,191628
Spain,Male,36,0,640,4,0,1,0,0,173016
Spain,Male,31,0,739,1,0,2,1,1,58470
Germany,Male,23,0,767,2,139543,1,0,1,28038
Germany,Female,46,1,753,3,111513,3,1,0,159577
France,Male,37,0,714,9,148467,2,0,1,151281
France,Male,29,0,707,4,0,2,1,0,139954
France,Female,35,0,577,4,108155,1,1,0,105408
France,Female,42,0,633,1,0,2,1,0,56866
Germany,Male,41,0,849,10,84622,1,1,1,198072
Spain,Female,41,0,614,7,146998,2,0,0,137791
France,Female,47,0,558,9,0,2,1,0,103787
France,Female,27,0,832,10,98590,1,1,0,30913
France,Female,26,0,567,2,0,2,1,1,78652
Germany,Female,45,1,587,8,134981,1,1,1,123310
Spain,Female,79,0,712,5,108079,1,1,1,174119
Spain,Female,29,0,655,9,0,2,0,1,85736
France,Female,42,0,641,6,0,2,0,0,121139
France,Male,35,0,676,5,106837,2,1,0,84200
France,Male,29,0,472,8,102490,1,0,1,181225
Germany,Male,34,0,644,9,112747,2,0,0,141230
France,Male,38,0,598,0,125488,1,0,0,158112
Spain,Male,25,0,792,8,142862,1,1,1,130639
France,Female,37,0,700,7,0,2,1,0,17041
France,Male,34,0,616,10,0,2,1,0,25662
Spain,Male,35,0,743,6,79388,1,1,1,193361
France,Male,37,0,427,5,0,2,1,1,121485
France,Male,29,0,731,10,0,2,1,1,162453
France,Female,31,0,610,6,107785,1,1,1,141138
Spain,Female,41,1,724,4,142880,3,0,0,185541
Spain,Female,38,0,653,9,149572,1,1,0,118383
France,Male,49,0,774,1,142767,1,1,1,8214
Germany,Male,49,1,547,8,121538,2,1,0,46521
Spain,Male,50,0,719,2,0,2,0,0,10772
Spain,Male,43,1,740,9,0,1,1,0,199291
France,Male,42,1,543,4,89839,3,1,0,85984
Germany,Male,45,0,688,9,103400,1,0,0,129871
France,Female,30,0,474,9,0,2,0,0,63158
Germany,Male,43,0,505,5,136856,2,1,0,171071
France,Female,39,1,688,0,0,2,1,0,53222
Germany,Female,55,1,650,2,140891,3,1,1,179834
France,Male,37,0,610,0,0,1,1,0,114515
Spain,Female,46,0,705,5,89365,1,0,1,139162
France,Female,29,0,669,7,146011,1,0,0,50249
Spain,Male,20,0,650,8,0,2,1,1,113470
Germany,Male,29,0,550,9,145294,2,1,0,147484
Germany,Female,45,1,595,9,106000,1,0,0,191449
Spain,Female,26,0,572,5,0,2,1,0,119381
Spain,Female,58,0,622,2,0,2,1,1,33277
Spain,Male,20,0,662,9,104509,2,0,0,73108
Germany,Female,58,1,783,3,127539,1,1,1,96590
Spain,Male,44,0,714,7,0,1,0,1,6923
Germany,Male,51,1,671,3,96891,1,1,0,176403
France,Female,32,0,600,1,78535,1,1,0,64350
Spain,Female,37,0,847,9,112712,1,1,0,116097
Spain,Male,55,0,650,9,119618,1,1,1,29861
Spain,Female,28,0,710,6,0,1,1,0,48427
France,Female,33,0,682,8,74964,1,1,1,32771
France,Male,26,0,642,1,138024,2,0,1,117060
Spain,Female,28,0,536,4,0,1,1,1,136198
France,Female,47,0,754,1,185514,1,1,0,27439
France,Male,60,1,678,8,185649,1,0,0,192157
Germany,Female,49,1,533,1,102287,3,1,0,69409
Germany,Male,38,0,741,4,128016,1,1,0,58440
France,Male,31,0,757,10,39539,2,0,0,192519
France,Male,40,0,721,3,0,1,1,1,144875
France,Male,37,0,700,3,77608,2,1,1,175373
France,Male,26,0,663,5,141462,1,1,0,440
Spain,Female,35,0,677,0,0,2,0,0,76637
France,Male,27,0,655,2,131691,1,1,0,49481
Spain,Male,29,0,832,8,93834,1,0,1,10418
Spain,Female,46,0,721,7,137933,1,1,1,67977
Spain,Male,54,1,542,8,105770,1,0,1,140930
Spain,Female,54,0,654,5,0,2,0,1,47139
Spain,Female,38,1,821,8,0,2,0,1,126241
France,Female,38,0,508,3,166329,2,0,1,22614
Germany,Female,42,0,588,2,164308,1,1,0,48498
Germany,Male,38,0,691,9,163966,2,0,1,103511
France,Male,40,0,664,7,125609,1,1,0,122073
France,Female,66,0,439,9,0,1,1,0,65536
Spain,Male,37,0,479,6,118434,1,0,1,160061
France,Female,55,1,850,10,98488,1,1,0,155880
France,Male,40,0,518,4,0,2,0,1,194417
Germany,Female,64,0,717,10,98362,2,1,1,21630
France,Female,51,1,698,6,144238,4,1,0,157144
France,Male,34,0,850,6,0,1,0,1,52796
Spain,Male,47,1,700,4,0,1,1,0,121799
France,Female,29,0,626,4,105767,2,0,0,41105
Spain,Male,32,0,774,9,0,2,1,0,10604
Spain,Female,48,0,719,5,0,2,0,0,78564
Spain,Male,31,1,646,2,0,1,1,1,170821
France,Female,25,0,485,3,134467,1,1,1,113266
Germany,Male,38,0,784,1,138515,1,1,1,171769
Germany,Male,32,0,850,2,128648,2,0,0,54416
France,Female,38,0,669,9,121859,1,1,0,130755
Spain,Male,70,0,731,3,0,2,1,1,141181
France,Female,49,0,721,1,120109,1,0,1,183422
France,Female,37,0,515,0,196854,1,1,1,132770
France,Female,35,0,774,3,121419,1,1,1,24400
Spain,Male,36,0,585,10,0,2,1,1,180319
France,Female,29,0,695,9,0,2,1,0,111565
Germany,Female,42,0,729,4,97496,2,0,0,2002
France,Female,42,0,713,3,0,2,0,0,82565
Spain,Male,33,0,555,5,127343,1,0,1,121789
Spain,Female,50,0,699,0,158634,1,1,0,193786
France,Male,55,0,587,9,0,1,1,0,64593
Spain,Female,69,0,762,9,183745,1,1,1,196994
France,Male,44,0,510,6,0,2,1,1,175518
Spain,Male,46,0,842,9,0,1,0,0,17268
France,Male,31,0,608,7,79963,2,1,0,60902
France,Female,36,0,850,10,0,2,1,1,100750
France,Male,36,0,642,4,0,2,1,1,195225
France,Male,33,0,850,7,140957,1,0,0,3510
Spain,Female,43,0,455,6,0,1,1,1,81251
France,Male,29,1,726,7,0,2,1,1,91844
Spain,Male,30,0,544,8,145242,1,1,1,80677
Germany,Male,31,0,651,7,138008,2,1,0,129913
France,Female,31,0,814,4,0,2,1,1,142029
France,Male,39,0,537,2,0,2,1,1,137652
France,Male,37,0,553,2,0,2,1,0,33877
Spain,Male,38,0,800,9,0,1,1,0,78744
France,Male,34,0,791,7,0,2,1,0,96734
Spain,Female,29,0,699,9,127571,2,1,0,164757
France,Female,28,0,756,6,0,1,1,1,164395
Spain,Female,27,1,591,5,107813,1,0,1,162502
Germany,Male,22,0,850,7,91561,2,0,0,10541
Germany,Male,34,0,760,6,121304,2,1,1,59325
Spain,Male,43,0,569,8,161547,2,0,1,178187
Spain,Female,35,0,661,5,128415,1,1,0,142626
France,Female,31,1,670,2,57530,1,1,1,181893
France,Male,38,0,694,1,0,2,0,1,156858
France,Female,28,0,728,4,142244,2,1,0,33075
Germany,Female,39,1,764,9,138342,1,1,0,50073
France,Male,32,0,639,9,0,2,1,0,111340
France,Female,30,1,683,2,0,2,0,1,100497
Spain,Male,30,0,663,4,0,3,1,0,101371
Spain,Male,41,0,826,5,146466,2,0,0,180935
Spain,Male,36,0,735,5,0,2,1,0,105152
France,Female,58,0,682,1,0,1,1,1,706
France,Female,39,0,663,8,0,2,1,1,101169
Spain,Female,29,0,562,9,120308,1,1,1,6796
France,Male,27,0,696,4,87637,2,0,0,196111
Spain,Male,38,0,850,2,94652,1,1,1,171961
France,Female,22,0,719,7,114416,1,1,1,177497
France,Female,71,0,804,8,0,2,0,1,147996
France,Male,40,0,604,1,84315,1,0,0,36209
Spain,Female,27,0,782,3,0,2,1,0,143614
Germany,Male,42,0,512,9,93956,2,1,0,14829
France,Male,36,0,569,1,67088,1,1,0,154776
Germany,Female,22,1,597,6,101529,1,1,0,70529
Germany,Male,30,0,753,1,110825,1,1,1,57896
France,Female,33,0,430,8,0,1,1,1,69760
France,Male,28,0,756,8,179960,1,1,0,89938
France,Male,38,0,493,3,134007,1,1,0,89578
Germany,Female,37,0,777,10,121532,2,1,1,73465
Spain,Female,38,0,779,7,0,2,1,1,138543
Spain,Female,38,0,702,2,0,1,1,1,161889
France,Male,35,0,551,7,129717,2,0,0,86937
Germany,Male,22,0,749,4,94762,2,1,1,42242
Germany,Male,55,1,742,5,155196,1,0,1,121208
Germany,Male,29,0,752,4,129515,1,1,1,102930
Germany,Female,57,1,740,3,113386,2,1,1,65122
France,Male,24,1,576,3,0,1,0,1,78498
Spain,Male,43,0,637,3,172196,1,1,1,104770
France,Male,28,0,724,5,97612,1,1,1,96498
France,Male,20,0,685,4,104720,2,1,0,38691
France,Female,38,0,625,7,0,1,1,0,164804
Germany,Male,37,1,571,9,139593,3,1,0,104153
Spain,Female,29,0,584,4,0,2,1,0,88867
France,Female,22,0,550,7,139097,1,1,0,129891
Spain,Female,72,0,662,7,140302,1,0,1,179259
Spain,Male,43,0,803,3,0,1,1,0,72051
France,Male,66,0,615,7,0,2,1,1,74581
Spain,Male,39,0,481,1,111233,1,1,1,123995
France,Male,23,0,701,3,0,2,1,0,38961
France,Male,29,0,751,10,147738,1,0,1,94951
France,Male,35,0,675,8,0,2,1,1,56643
Germany,Male,40,0,733,5,125725,2,1,1,50783
France,Male,38,1,822,6,128290,3,1,0,9150
France,Female,46,1,559,5,0,1,1,0,21006
Germany,Female,49,1,731,4,88826,1,1,1,33759
France,Female,41,1,678,1,143444,1,1,0,196622
France,Female,68,1,645,9,0,4,1,1,176354
France,Male,29,0,701,2,0,2,1,0,176944
Spain,Male,26,0,554,8,149134,1,1,1,177966
France,Male,30,0,723,3,124120,1,1,0,162198
